text,Dialect
أمثال هذه التفاهة وجب سجنهم في سجن خاص بهم وسحب الجنسية منهم لأنهم عار علي الجنسية التونسية,TN
ربي يستر مقداد يهبلشي وكلعادا يبدا يحكي على عام 80 وجهل امتاعوا يهز في ناس للهاوية يا اخ راه تاريخك اوفا مثل الحليب.......يا مقداد وخي راني منيش متربي كيف اجماعة  :p,TN
برشا ريق,TN
قناة الحثالات تفوه عليكم,TN
ناقص. غلوة,TN
"""توفيق الغربي عار عار على الثقافة وعلى القناة",TN
وزير موش موتربي و زاد عليه اعﻻم العارنفخل كيرشو احمد الرحموني له تاريخ هههههههه,TN
نهضاوي كلب. كرهنا في البرنامج,TN
مايعرش يحكي و مايحترمش الناس الي تحكي ... ياسر يعمل في بلنجوات ... ويني مايا ... رجعولنا مايا ... الانسان هذا عصارة متع ادمغة فارغة و سطحي .. و نهضاوي .,TN
شيء ياسف،برنامج منحط،سؤال تافه من لطفي العماري..مفهمتش وين تفرج على متنقبة تشطح ولا تغني!!!؟,TN
انسان ماسط وفارغ وانتهازي,TN
ياااااسر سطحي وماسط و تافه حاصيلو شئ ما جاء,TN
علي خاطرو كلب يخدم في قنات الماخور التونسي سلم علي إعلام الحجامة وقلو الشعب فائق بيكم😆,TN
كيما قال شكسبير:راك ماسط راك لاسط راك سلعة كلخة ما تشيخش الراسط,TN
شبه انسان مقزز و مقرف،,TN
لُكزة أكثر منّك !!,TN
كلبة,TN
حسبي الله ونعم الوكيل ما فسدتو أخلاق الناس كان انتم تحبو حرية الصحافة بالانحطاط الأخلاقي,TN
النفاق ,TN
ياسيدي القاضي قلة الحياء هي اسبلاه الشعب و عدم الحكم بالعدل,TN
يكب سعدك و سعد الي يتبعوك و سعد الي ما يقولش سعدك  ؟؟الله لا ترحملكم عظم يا اولاد  العار ؟؟ والله ما عندي القناة جملة اما معروفة ما تجيب كان المزرس في الخمج و خوه ؟؟,TN
الله يهدي  يا شيخ تحيفة الشيب و العيب كرمك الله .,TN
بلاصتو في الحبس,TN
الحق موش فيها الحق في اللي يطرح في ها المواضيع واللي استدعاها نعتبره من قوم لوط والتافه تافه .انا ماتفرجت في البرنامج وحسب ما قريت من الكومانتارات السابقة نقول هذي ما تممثلش المرا التونسية ولا شئ,TN
تفوه على هالمناظر المقلبة,TN
مغرووور!!,TN
زباله,TN
عزا فيك وفي أمك إلي معرفتش تربيك إنتي وخوك، كل مرة تمدو وجوهكم وتكلاشو في لطفي قلشعليكم من عائلة ملكية فيق على روحك إنتي وخوك أمك فنانة لا مشت لا جيت و بوك كلون وإنتي وخوك أتفه منكم مفماش...ملا منظر على صباح,TN
بااااا رشا تموسيط وتجبد في فريق اكبر منك.  تي سقف داركم يتيح ولافريقي متا تيحش.,TN
أسقط وأتفه وأغبى طحان وقواد وصباب ومريييييييييض في البﻻد... زاااايد الحجرة ماتذوب والم.... مايتوب.,TN
عيب,TN
ماعجبها شىء راسها في سما حتى راجلها قريب نكرت فيه كل حد و قلبو,TN
مهواش متاع رمضان المسلسل هذا بصراحة شي يأسف هذا شهر فضيل شهر توبة ورحوع لربي مش شهر عرا و قلة حيا 😒,TN
امسخين الكلهم,TN
منحبوش ماسط وقبيح ويحترم حتى حد وموش متربي وعندوش اخلاق جله,TN
تبا للحرية إن كانت هكذا ...لايزي يعملو الفحشاء وزيد يطلبو في حقوق ... عن أي حرية تتكلمون ... و لاخر يحكيلي عل الحظارة الإغريقية ... شكر خاص للشيخ الذي قام بالرد الصحيح دينيا و علميا  و لوليد التونسي لأنه الوحيد اللذي يمثل التونسي من حيث المواقف و ردود الأفعال ....هذه ليست حرية بل إنها إعتداء على قيمنا الدينية و الأخلاقية و إعتداء على شعب و أختمها بتبا للحرية إن كانت كذلك.,TN
بصراحة الغناية متاع نجلاء تافهة وموش مفهومة اصلا اما لبستها برشا ناس موش فى الفن ويلبسو كيفهاوعادى عندهم كلمات الغناية زبلة على حالها وربى يهدى,TN
هو انسان تافه,TN
بصراحه عيب عيب ياشيخ .. قد ما كنت معاك في كلامك اما عيب تقول كلام هكا على بنت الناس حتى كاني خايبه.. راك عندك بنات .. بصراحه شي يحشم قاعده مع خواتي و بابا .. الله يهدي,TN
"""ماسط ...",TN
حسات من الجزاير.تفووووووووو تفووووو,TN
ما عجبتنيش الغنايه لا علاقة,TN
مسخ و جاهل و هذا حال الثقافة التونسية للاسف,TN
أحمد طاحون,TN
كلب طحان لحاس.......تفو على الطحانة,TN
تافه,TN
الله يدمر هم,TN
ماتجيس في ظفر أحمد الاندلسي .. ماعنتها إنسانة تافهة .و غالطة في روحها ..,TN
عار على المرأة تونسية تحكي بلسانها هذه الجاهلة علميا إذا كبرت المثلية تنقرض البشرية و اشك في كونك مسلمة أو متعلمة لأن الإنسان مختلف عن الحيوان بالعقل وانتي وامثالك لا تمثلون تونس والا الإنسانية,TN
وانا اقول لها انك خنزيره ساقطه واريد ان اسأل ابوها ان كانت بنت شرعيه شنو رايك  وشنو تقول لربك وللمجتمع ناس تربي ذريه صالحه باش تربح دعاء الخير وانت باش تربح كان اللعنه  واعلم ان النبي صلى الله عليه وسلم قال  اذا مات ابن ءادم انقطع عمله الا من ثلاث صدقة جاريه وعلم بثه في صدور الرجال وولد صالح يدعو له,TN
لا يليق بهذا البرنامج لا هو لا قارة,TN
يهلكم ربى,TN
كريوك.. خنث.. تافه.. طحان.. ماسط.. جبري.. فاشل.. لكز.. عفش.. رهط.. فاسد.. متخلف.. مريض...,TN
مسكينة تونس وصلت لتفاهات هذي ربي يهدي,TN
أزلللللللللللع الجيفة يا ڨرودة,TN
الشيب و العيب في  اعلام عار ...,TN
يهلكهم ربي,TN
امصط (كمودي) واكبر طحان ومسخ,TN
مسلسل يحكي كان عالعار  و ههه كلهم ولاد في الحرام فضايح قداش نكرهو هالمسلسل,TN
بعد لباس و كلام الناس مازلنا باش نشوفوا هالخليقة في لِسَّه فاكر و اليوم الثامن و ختامها عندي منقلك إعلام العار ناس مستشهدا و هما لاهين بالشلايك هذي و الجنود محكوش عليهم كل جمعة ماد وجهو في هالقناة متاع القحب 😡😡,TN
لطفي العبدلي الكلب الصفاقسية اسيادك  ياكلب  ياحيون  ياڨبوط ياكلب 😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠☝,TN
حقيرة ووقحة,TN
امسط انسان ومنحط,TN
يا ناتن فيييييييييييت,TN
نكره   وقاحة في الحديث مع من هم اكثر منها علما مثل الشيخ وز ادا مع وليد التونسي الي هو أشهر منها تمادت في تفاهتها.الله يهدي,TN
الشيب والعيب,TN
عاملة فيها قافزة. إخخخخخخ,TN
مشاشو النهضة، منافق,TN
أقعد مع الجمهور باش منسمعوكش ! مرزنك عبد 👊,TN
الجاير بركا قداش نكرهها,TN
ممصط دين رب أمك,TN
قلة حياء و قلة تربية الغلطة في العباد إلي جابتها البرنامج طاح ياسر مستواه باشباه العباد هاذم ايا تراه فيق يا لطفي العماري,TN
نسمع بالشيب و العيب لين ريتوا 🙈,TN
قناة الشواذ,TN
أمصط من العربي المازني، سبحان الله,TN
ماااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااسط وربي يهديكم امسط حلقه!!! بطاله وروتين وارهاب وزيد توفيق الغربي!!!!!,TN
"شيب ولعيب والمسرح معادش""يعنييك يعنييك يعنييك  قلت حياء يا عزوزة",TN
كمشة ماسيخ,TN
ماسطة برشا,TN
أسد وسط قطيع من النعاج,TN
فسدة,TN
إن الإعلام في تونس في ظاهره لا يزيد عن العار و في باطنه كذب و تزوير,TN
ملا مستويات و ملا حوارات مستضيفين وزير برتبة كلوشار,TN
غريبة غريبة لا حشمة لا جعرة يحللو و يحرمو وحدهم و عندكم وجوه تقابلو بيها ربي و عبادو يا خماج يا مسخين ربي عطانا نعمة الجنس في ايطارها الشرعي و القانوني و الحلااااااااااااااااااال يا ولاد الحرام ولا حقا انتوما ماكمش رجال خسرة فيكم هال البلاد مسختوها و فضحتونا قدام الشعوب  يا ناري علي وليداتنا فيىالمستقبل,TN
