tweets,tweets_clean,preprocessed_text,type,type_encoded,class,class_encoded
كيف تشعر كونك أكثر ألماني محبوب في إنجلترا,كيف تشعر كونك أكثر ألماني محبوب في إنجلترا,شعر كون ألمان محبوب إنجلترا,positive,1,standard,0
معندي مشكل معا حد غير الإنسان إتستتر,معندي مشكل معا حد غير الإنسان إتستتر,معند مشكل معا حد إنسان إتستتر,positive,1,dialectal,1
انا لا أقدر بثمن ,انا لا أقدر بثمن,أقدر ثمن,positive,1,standard,0
الى كانت الصور من واقع فهي جميلة ما شاء الله,الى كانت الصور من واقع فهي جميلة ما شاء الله,الى كانت صور اقع فهي جميل شاء الل,positive,1,standard,0
 صافي نتي عقبرية على هاد الحساب ,صافي نتي عقبرية على هاد الحساب,صاف عقبري حساب,positive,1,dialectal,1
ربي يوفق المنتخب التونسي دعواتي سلامي من المغرب,ربي يوفق المنتخب التونسي دعواتي سلامي من المغرب,ربي وفق منتخب تونس دعوات لام مغرب,positive,1,standard,0
ربي أكتب لوجودها بجانبي سنوات لا تعد,ربي أكتب لوجودها بجانبي سنوات لا تعد,ربي أكتب وجود جانب نوات تعد,positive,1,standard,0
تغريدة للإطمئنان هل أنتم بخير,تغريدة للإطمئنان هل أنتم بخير,غريد إطمئنان خير,positive,1,standard,0
شكرا لك اخي عادل وربي يبارك فيك ,شكرا لك اخي عادل وربي يبارك فيك,شكرا اخي عادل ربي بار فيك,positive,1,standard,0
استغفرالله الذي لا إله إلا هو الحي القيوم وأتوب إليه,استغفرالله الذي لا إله إلا هو الحي القيوم وأتوب إليه,استغفرالل إله الح قيوم أتوب إلي,positive,1,standard,0
اللهم إنا نسألك دعوة لا ترد، ورزقا لا يعد، وبابا إلى الجنة لا يسد,اللهم إنا نسألك دعوة لا ترد، ورزقا لا يعد، وبابا إلى الجنة لا يسد,لهم سأل دعو رد، رزقا عد، بابا جنة يسد,positive,1,standard,0
تحياتي لك خويا ,تحياتي لك خويا,حيات خويا,positive,1,dialectal,1
بلغه سلامي و قل له ساكلمه قريبا ,بلغه سلامي و قل له ساكلمه قريبا,لغه لام قل اكلم قريبا,positive,1,standard,0
ربي يوفقها ويعين اهلها على تعليمها فنحن محتاجين لافضل النماذج للنهوض ببلادنا والله يصلح حالنا الى الافضل ان شاء الله,ربي يوفقها ويعين اهلها على تعليمها فنحن محتاجين لافضل النماذج للنهوض ببلادنا والله يصلح حالنا الى الافضل ان شاء الله,ربي وفق يعين اهل عليم نحن محتاج افضل نماذج نهوض بلاد الل صلح حال الى افضل ان شاء الل,positive,1,standard,0
الحمد لله الحفل داز مزيان شكرا ناس مدينة البهجة مراكش ,الحمد لله الحفل داز مزيان شكرا ناس مدينة البهجة مراكش,حمد لله حفل داز مزيان شكرا ناس مدين بهج مراكش,positive,1,dialectal,1
تصبحون على رحمة ,تصبحون على رحمة,صبح رحم,positive,1,standard,0
من اجمل جزر العالم ,من اجمل جزر العالم,اجمل جزر عالم,positive,1,standard,0
إذا ارتقت العقول بأفكارها طابت الألسن بحديثها ,إذا ارتقت العقول بأفكارها طابت الألسن بحديثها,ارتقت عقول أفكار طابت ألسن حديث,positive,1,standard,0
 صدقت أخي كل الاحترام له,صدقت أخي كل الاحترام له,صدقت أخي احترام,positive,1,standard,0
ان الله مع الصابرين,ان الله مع الصابرين,ان الل صابر,positive,1,standard,0
اللهم انعم علينا برضاك وعافيتك بقلب مطمئن وبفرح دائم ,اللهم انعم علينا برضاك وعافيتك بقلب مطمئن وبفرح دائم,لهم انعم علي رضا عافيت قلب مطمئن بفرح دائم,positive,1,standard,0
يخليلي انا فرتوتي الغالية ,يخليلي انا فرتوتي الغالية,خليل رتوت غالي,positive,1,dialectal,1
 لك بالمثل احلام سعيدة,لك بالمثل احلام سعيدة,مثل احلام عيد,positive,1,standard,0
 اللهم متع هذي الوجوه بنعمتين نعمة الدين ونعمة الصحة وجملهم بحلتين قلب رحيم وعقل حكيم ولا تحرمهم لذتين لذة مناجاتك ولذة رؤية وجهك الكريم واجمعني بهم بمكانين منابر من نور وفردوسك العظيم اسعد الله يومكم,اللهم متع هذي الوجوه بنعمتين نعمة الدين ونعمة الصحة وجملهم بحلتين قلب رحيم وعقل حكيم ولا تحرمهم لذتين لذة مناجاتك ولذة رؤية وجهك الكريم واجمعني بهم بمكانين منابر من نور وفردوسك العظيم اسعد الله يومكم,لهم متع وجو نعمت عمة دين نعم صحة جمل حلت قلب رحيم عقل حكيم حرم ذتين لذة مناجات لذة رؤي جهك كريم اجمعن مكان منابر نور فردوس عظيم اسعد الل ومكم,positive,1,standard,0
اكيد اهل المغرب اهل دين و خلق و لا يخلو اي بلد من الاستثناءات نرجو الله صلاح الامة,اكيد اهل المغرب اهل دين و خلق و لا يخلو اي بلد من الاستثناءات نرجو الله صلاح الامة,اكيد اهل مغرب اهل دين خلق خلو اي بلد استثناء رجو الل صلاح امة,positive,1,standard,0
 يحبك ربي يعطيك الصحة والعافية دائما وابدا ,يحبك ربي يعطيك الصحة والعافية دائما وابدا,حبك ربي عطي صحة العافي دائما ابدا,positive,1,standard,0
وأخيرا فنان وأعتز بها فنان وتقاتلت بزااف عليها فنان وفرحان والحمد لله بغيت نشارك معاكم أحلى أوقاتي,وأخيرا فنان وأعتز بها فنان وتقاتلت بزااف عليها فنان وفرحان والحمد لله بغيت نشارك معاكم أحلى أوقاتي,أخيرا نان أعتز نان تقاتلت زااف علي نان فرحان الحمد لله غيت شار معا أحلى أوقات,positive,1,dialectal,1
احسن حاجة حق ربي,احسن حاجة حق ربي,احسن حاج حق ربي,positive,1,dialectal,1
انت اكثر شيء يرضيني رضاه,انت اكثر شيء يرضيني رضاه,اكثر شيء رضين رضا,positive,1,standard,0
 الله يرضى عليك,الله يرضى عليك,الل رضى,positive,1,dialectal,1
 صدقت اخي الكريم ,صدقت اخي الكريم,صدقت اخي كريم,positive,1,standard,0
عيونك ليل وانا احب السهر فيها,عيونك ليل وانا احب السهر فيها,عيون ليل انا احب سهر,positive,1,standard,0
أجمل تواريخ العمر يوم حبيتك,أجمل تواريخ العمر يوم حبيتك,أجمل واريخ عمر يوم حبيت,positive,1,standard,0
الله يفاجيها عليك أخويا,الله يفاجيها عليك أخويا,الل فاجي أخويا,positive,1,dialectal,1
متواضع جدا,متواضع جدا,متواضع جدا,positive,1,standard,0
صح لسانك بارك الله فيك,صح لسانك بارك الله فيك,صح سان ارك الل فيك,positive,1,standard,0
مثل القمر تعتلي صورتك في سماء ليلي,مثل القمر تعتلي صورتك في سماء ليلي,قمر عتل صورت ماء يلي,positive,1,standard,0
بداية الشتاء الهاديه جالسة تغير مزاجنا ب لطف ,بداية الشتاء الهاديه جالسة تغير مزاجنا ب لطف,داي شتاء هادي جالس غير مزاج لطف,positive,1,standard,0
مساء الورد وياسمين يا اخي قاسم,مساء الورد وياسمين يا اخي قاسم,ورد ياسم اخي قاسم,positive,1,standard,0
لطفك يا رب,لطفك يا رب,طفك رب,positive,1,standard,0
جعل الله يوم الجمعه لكم نورا وظهره سرورا وعصره إستبشارا ومغربه غفرانا وجعل لكم دعوة لا ترد ووهبكم رزقا لا يعد وفتح لكم بابا إلى الجنة لا يسد,جعل الله يوم الجمعه لكم نورا وظهره سرورا وعصره إستبشارا ومغربه غفرانا وجعل لكم دعوة لا ترد ووهبكم رزقا لا يعد وفتح لكم بابا إلى الجنة لا يسد,الل يوم جمع ورا ظهر رورا عصر إستبشارا مغرب غفرا جعل دعو ترد وهب رزقا يعد فتح ابا جنة يسد,positive,1,standard,0
مساءك راقي ك رقي مرويك,مساءك راقي ك رقي مرويك,مساء راق رقي مروي,positive,1,dialectal,1
تايم لاين سعيد ليوم الله يدوم عليكم السعد اخوتي ,تايم لاين سعيد ليوم الله يدوم عليكم السعد اخوتي,ايم اين عيد يوم الل دوم علي سعد اخوت,positive,1,dialectal,1
